Date,Consumption,Wind,Solar,Wind+Solar
2006-03-13,1494.832,,,
2006-03-14,1514.066,,,
2006-03-15,1518.04,,,
2006-03-16,1516.898,,,
2006-03-17,1495.324,,,
2006-03-18,1280.717,,,
2006-03-19,1160.078,,,
2006-03-20,1446.238,,,
2006-03-21,1470.3400000000001,,,
2006-03-22,1471.6670000000001,,,
2006-03-23,1456.0159999999998,,,
2006-03-24,1444.75,,,
2006-03-25,1231.0670000000002,,,
2006-03-26,1116.743,,,
2006-03-27,1400.9820000000002,,,
2006-03-28,1435.1520000000003,,,
2006-03-29,1438.405,,,
2006-03-30,1457.454,,,
2006-03-31,1429.0659999999998,,,
2006-04-01,1207.7690000000002,,,
2006-04-02,1110.0260000000003,,,
2006-04-03,1422.7889999999998,,,
2006-04-04,1436.6990000000003,,,
2006-04-05,1447.798,,,
2006-04-06,1432.8529999999996,,,
2006-04-07,1394.9799999999998,,,
2006-04-08,1195.9589999999998,,,
2006-04-09,1104.106,,,
2006-04-10,1408.1689999999996,,,
2006-04-11,1419.3009999999997,,,
2006-04-12,1425.7119999999998,,,
2006-04-13,1415.542,,,
2006-04-14,1118.3960000000002,,,
2006-04-15,1086.018,,,
2006-04-16,986.8750000000001,,,
2006-04-17,1009.0939999999999,,,
2006-04-18,1349.563,,,
2006-04-19,1368.456,,,
2006-04-20,1362.2169999999999,,,
2006-04-21,1333.266,,,
2006-04-22,1152.9429999999998,,,
2006-04-23,1042.414,,,
2006-04-24,1345.851,,,
2006-04-25,1359.8059999999998,,,
2006-04-26,1374.3220000000001,,,
2006-04-27,1384.681,,,
2006-04-28,1362.57,,,
2006-04-29,1167.24,,,
2006-04-30,1026.352,,,
2006-05-01,986.698,,,
2006-05-02,1329.8210000000004,,,
2006-05-03,1348.1879999999999,,,
2006-05-04,1348.3429999999998,,,
2006-05-05,1330.5199999999998,,,
2006-05-06,1115.442,,,
2006-05-07,998.308,,,
2006-05-08,1321.7820000000004,,,
2006-05-09,1353.2289999999998,,,
2006-05-10,1351.3999999999999,,,
2006-05-11,1337.502,,,
2006-05-12,1320.006,,,
2006-05-13,1123.9260000000002,,,
2006-05-14,1010.2840000000001,,,
2006-05-15,1317.8490000000002,,,
2006-05-16,1360.65,,,
2006-05-17,1346.0980000000002,,,
2006-05-18,1365.406,,,
2006-05-19,1348.465,,,
2006-05-20,1175.2729999999997,,,
2006-05-21,1050.17,,,
2006-05-22,1358.0819999999999,,,
2006-05-23,1374.4950000000001,,,
2006-05-24,1339.5649999999998,,,
2006-05-25,1053.351,,,
2006-05-26,1213.465,,,
2006-05-27,1108.266,,,
2006-05-28,1065.343,,,
2006-05-29,1349.2470000000003,,,
2006-05-30,1376.794,,,
2006-05-31,1380.175,,,
2006-06-01,1367.7510000000002,,,
2006-06-02,1323.2310000000002,,,
2006-06-03,1100.889,,,
2006-06-04,955.373,,,
2006-06-05,975.6320000000001,,,
2006-06-06,1306.362,,,
2006-06-07,1325.818,,,
2006-06-08,1328.5460000000003,,,
2006-06-09,1311.7839999999999,,,
2006-06-10,1114.5270000000003,,,
2006-06-11,1004.853,,,
2006-06-12,1329.591,,,
2006-06-13,1356.201,,,
2006-06-14,1352.0120000000002,,,
2006-06-15,1140.329,,,
2006-06-16,1254.9540000000002,,,
2006-06-17,1103.6199999999997,,,
2006-06-18,1007.067,,,
2006-06-19,1351.9890000000003,,,
2006-06-20,1369.8549999999998,,,
2006-06-21,1372.4890000000005,,,
2006-06-22,1360.5940000000003,,,
2006-06-23,1316.964,,,
2006-06-24,1114.3859999999997,,,
2006-06-25,1028.8690000000001,,,
2006-06-26,1345.3790000000004,,,
2006-06-27,1352.603,,,
2006-06-28,1340.0420000000001,,,
2006-06-29,1343.6370000000002,,,
2006-06-30,1298.103,,,
2006-07-01,1106.618,,,
2006-07-02,997.8960000000004,,,
2006-07-03,1327.143,,,
2006-07-04,1356.526,,,
2006-07-05,1377.781,,,
2006-07-06,1377.99,,,
2006-07-07,1360.061,,,
2006-07-08,1138.65,,,
2006-07-09,1018.4230000000001,,,
2006-07-10,1335.241,,,
2006-07-11,1360.2079999999996,,,
2006-07-12,1358.2259999999999,,,
2006-07-13,1361.493,,,
2006-07-14,1324.4589999999998,,,
2006-07-15,1093.7009999999998,,,
2006-07-16,993.2890000000001,,,
2006-07-17,1305.2459999999999,,,
2006-07-18,1333.029,,,
2006-07-19,1342.7080000000003,,,
2006-07-20,1351.8229999999999,,,
2006-07-21,1333.344,,,
2006-07-22,1136.6999999999998,,,
2006-07-23,1025.4080000000001,,,
2006-07-24,1330.5569999999998,,,
2006-07-25,1349.825,,,
2006-07-26,1356.6890000000003,,,
2006-07-27,1348.6490000000001,,,
2006-07-28,1327.514,,,
2006-07-29,1122.14,,,
2006-07-30,1010.922,,,
2006-07-31,1289.9260000000002,,,
2006-08-01,1303.0479999999998,,,
2006-08-02,1291.2190000000003,,,
2006-08-03,1284.0890000000002,,,
2006-08-04,1262.6449999999998,,,
2006-08-05,1087.2450000000001,,,
2006-08-06,994.466,,,
2006-08-07,1268.803,,,
2006-08-08,1286.8389999999995,,,
2006-08-09,1285.6599999999999,,,
2006-08-10,1294.0770000000002,,,
2006-08-11,1274.9889999999996,,,
2006-08-12,1088.709,,,
2006-08-13,985.9589999999998,,,
2006-08-14,1266.8439999999998,,,
2006-08-15,1282.2200000000003,,,
2006-08-16,1292.058,,,
2006-08-17,1298.8369999999995,,,
2006-08-18,1290.8690000000004,,,
2006-08-19,1095.066,,,
2006-08-20,1023.166,,,
2006-08-21,1320.274,,,
2006-08-22,1341.316,,,
2006-08-23,1325.5449999999998,,,
2006-08-24,1330.9239999999998,,,
2006-08-25,1323.755,,,
2006-08-26,1126.4950000000001,,,
2006-08-27,1032.3190000000002,,,
2006-08-28,1344.455,,,
2006-08-29,1353.8849999999998,,,
2006-08-30,1373.313,,,
2006-08-31,1347.763,,,
2006-09-01,1339.4679999999998,,,
2006-09-02,1138.742,,,
2006-09-03,1093.767,,,
2006-09-04,1400.634,,,
2006-09-05,1398.368,,,
2006-09-06,1394.28,,,
2006-09-07,1403.4,,,
2006-09-08,1365.0609999999997,,,
2006-09-09,1135.574,,,
2006-09-10,1047.285,,,
2006-09-11,1379.243,,,
2006-09-12,1396.3030000000003,,,
2006-09-13,1398.3210000000001,,,
2006-09-14,1400.087,,,
2006-09-15,1397.504,,,
2006-09-16,1188.876,,,
2006-09-17,1064.3529999999998,,,
2006-09-18,1390.8629999999996,,,
2006-09-19,1404.4789999999998,,,
2006-09-20,1386.3319999999999,,,
2006-09-21,1385.803,,,
2006-09-22,1380.7830000000001,,,
2006-09-23,1175.308,,,
2006-09-24,1069.1750000000002,,,
2006-09-25,1401.0999999999997,,,
2006-09-26,1424.3039999999999,,,
2006-09-27,1417.328,,,
2006-09-28,1401.7309999999998,,,
2006-09-29,1383.458,,,
2006-09-30,1173.1679999999997,,,
2006-10-01,1058.268,,,
2006-10-02,1286.932,,,
2006-10-03,1116.572,,,
2006-10-04,1375.6360000000004,,,
2006-10-05,1397.4590000000003,,,
2006-10-06,1428.5919999999999,,,
2006-10-07,1227.9099999999999,,,
2006-10-08,1097.087,,,
2006-10-09,1406.128,,,
2006-10-10,1433.5879999999997,,,
2006-10-11,1429.996,,,
2006-10-12,1432.5120000000006,,,
2006-10-13,1426.507,,,
2006-10-14,1203.5259999999998,,,
2006-10-15,1089.6849999999997,,,
2006-10-16,1415.4740000000002,,,
2006-10-17,1445.8819999999998,,,
2006-10-18,1448.5110000000002,,,
2006-10-19,1451.6470000000004,,,
2006-10-20,1434.6660000000002,,,
2006-10-21,1232.3390000000002,,,
2006-10-22,1116.473,,,
2006-10-23,1461.803,,,
2006-10-24,1504.192,,,
2006-10-25,1468.365,,,
2006-10-26,1482.7469999999998,,,
2006-10-27,1476.272,,,
2006-10-28,1242.024,,,
2006-10-29,1173.7609999999997,,,
2006-10-30,1413.0659999999998,,,
2006-10-31,1460.3989999999997,,,
2006-11-01,1352.6580000000001,,,
2006-11-02,1479.071,,,
2006-11-03,1479.8999999999994,,,
2006-11-04,1297.9589999999998,,,
2006-11-05,1242.0639999999999,,,
2006-11-06,1521.545,,,
2006-11-07,1506.6689999999999,,,
2006-11-08,1518.3640000000003,,,
2006-11-09,1557.4110000000005,,,
2006-11-10,1484.2599999999998,,,
2006-11-11,1327.6640000000002,,,
2006-11-12,1226.6420000000003,,,
2006-11-13,1533.554,,,
2006-11-14,1523.361,,,
2006-11-15,1504.301,,,
2006-11-16,1490.7790000000005,,,
2006-11-17,1478.0950000000003,,,
2006-11-18,1270.7199999999998,,,
2006-11-19,1168.114,,,
2006-11-20,1509.7119999999995,,,
2006-11-21,1521.7780000000005,,,
2006-11-22,1512.51,,,
2006-11-23,1552.044,,,
2006-11-24,1494.0879999999997,,,
2006-11-25,1304.453,,,
2006-11-26,1155.541,,,
2006-11-27,1486.959,,,
2006-11-28,1520.421,,,
2006-11-29,1532.762,,,
2006-11-30,1531.5250000000003,,,
2006-12-01,1518.198,,,
2006-12-02,1332.812,,,
2006-12-03,1214.5240000000001,,,
2006-12-04,1548.124,,,
2006-12-05,1569.4800000000002,,,
2006-12-06,1545.3,,,
2006-12-07,1566.1240000000003,,,
2006-12-08,1549.6809999999998,,,
2006-12-09,1305.841,,,
2006-12-10,1194.85,,,
2006-12-11,1578.9830000000002,,,
2006-12-12,1561.264,,,
2006-12-13,1590.0090000000002,,,
2006-12-14,1593.613,,,
2006-12-15,1543.073,,,
2006-12-16,1349.1809999999998,,,
2006-12-17,1220.1880000000003,,,
2006-12-18,1514.8519999999999,,,
2006-12-19,1525.6670000000004,,,
2006-12-20,1527.593,,,
2006-12-21,1475.71,,,
2006-12-22,1391.5790000000002,,,
2006-12-23,1235.6880000000003,,,
2006-12-24,1099.201,,,
2006-12-25,1072.746,,,
2006-12-26,1075.9220000000003,,,
2006-12-27,1284.676,,,
2006-12-28,1314.6029999999998,,,
2006-12-29,1274.646,,,
2006-12-30,1237.751,,,
2006-12-31,1144.398,,,
2007-01-01,1128.8429999999998,,,
2007-01-02,1416.669,,,
2007-01-03,1471.586,,,
2007-01-04,1514.8229999999999,,,
2007-01-05,1484.1680000000001,,,
2007-01-06,1249.6629999999998,,,
2007-01-07,1173.6870000000001,,,
2007-01-08,1510.0130000000004,,,
2007-01-09,1554.889,,,
2007-01-10,1556.1219999999998,,,
2007-01-11,1596.639,,,
2007-01-12,1567.4529999999997,,,
2007-01-13,1350.8860000000004,,,
2007-01-14,1250.781,,,
2007-01-15,1518.8799999999999,,,
2007-01-16,1550.7920000000001,,,
2007-01-17,1564.2200000000005,,,
2007-01-18,1544.3240000000003,,,
2007-01-19,1533.3469999999998,,,
2007-01-20,1344.002,,,
2007-01-21,1257.5210000000002,,,
2007-01-22,1544.1819999999998,,,
2007-01-23,1550.7099999999996,,,
2007-01-24,1582.538,,,
2007-01-25,1580.2329999999997,,,
2007-01-26,1632.5869999999995,,,
2007-01-27,1392.674,,,
2007-01-28,1321.527,,,
2007-01-29,1564.3830000000003,,,
2007-01-30,1572.6550000000004,,,
2007-01-31,1598.002,,,
2007-02-01,1531.493,,,
2007-02-02,1523.7810000000002,,,
2007-02-03,1335.6460000000002,,,
2007-02-04,1204.853,,,
2007-02-05,1484.894,,,
2007-02-06,1545.558,,,
2007-02-07,1572.704,,,
2007-02-08,1571.1580000000001,,,
2007-02-09,1549.471,,,
2007-02-10,1361.3160000000003,,,
2007-02-11,1215.2850000000003,,,
2007-02-12,1464.0800000000004,,,
2007-02-13,1526.1389999999997,,,
2007-02-14,1529.17,,,
2007-02-15,1512.0,,,
2007-02-16,1485.307,,,
2007-02-17,1302.7399999999998,,,
2007-02-18,1180.3179999999998,,,
2007-02-19,1375.7640000000001,,,
2007-02-20,1451.475,,,
2007-02-21,1502.4390000000003,,,
2007-02-22,1484.7690000000002,,,
2007-02-23,1478.8029999999999,,,
2007-02-24,1320.029,,,
2007-02-25,1190.847,,,
2007-02-26,1449.9649999999997,,,
2007-02-27,1510.0689999999997,,,
2007-02-28,1505.4889999999998,,,
2007-03-01,1524.8130000000003,,,
2007-03-02,1508.97,,,
2007-03-03,1278.173,,,
2007-03-04,1138.079,,,
2007-03-05,1487.3329999999999,,,
2007-03-06,1500.4669999999996,,,
2007-03-07,1479.223,,,
2007-03-08,1468.357,,,
2007-03-09,1453.935,,,
2007-03-10,1256.174,,,
2007-03-11,1128.501,,,
2007-03-12,1413.0700000000002,,,
2007-03-13,1438.877,,,
2007-03-14,1439.504,,,
2007-03-15,1436.134,,,
2007-03-16,1443.6559999999997,,,
2007-03-17,1322.749,,,
2007-03-18,1245.2649999999999,,,
2007-03-19,1489.7949999999996,,,
2007-03-20,1486.9519999999998,,,
2007-03-21,1510.379,,,
2007-03-22,1542.1089999999997,,,
2007-03-23,1517.5289999999995,,,
2007-03-24,1335.8890000000001,,,
2007-03-25,1157.5120000000002,,,
2007-03-26,1439.055,,,
2007-03-27,1442.051,,,
2007-03-28,1442.5230000000004,,,
2007-03-29,1453.7489999999998,,,
2007-03-30,1414.988,,,
2007-03-31,1232.395,,,
2007-04-01,1116.685,,,
2007-04-02,1394.731,,,
2007-04-03,1447.2900000000002,,,
2007-04-04,1434.4550000000002,,,
2007-04-05,1438.0469999999998,,,
2007-04-06,1108.93,,,
2007-04-07,1119.2979999999998,,,
2007-04-08,1005.062,,,
2007-04-09,1051.4089999999997,,,
2007-04-10,1392.855,,,
2007-04-11,1406.4759999999999,,,
2007-04-12,1390.1190000000004,,,
2007-04-13,1374.9830000000002,,,
2007-04-14,1172.1799999999998,,,
2007-04-15,1046.702,,,
2007-04-16,1363.1209999999999,,,
2007-04-17,1385.3149999999998,,,
2007-04-18,1410.4509999999998,,,
2007-04-19,1428.7510000000002,,,
2007-04-20,1391.9489999999998,,,
2007-04-21,1164.1530000000002,,,
2007-04-22,1043.9979999999998,,,
2007-04-23,1367.1670000000001,,,
2007-04-24,1392.6459999999997,,,
2007-04-25,1389.022,,,
2007-04-26,1381.7409999999998,,,
2007-04-27,1362.963,,,
2007-04-28,1165.491,,,
2007-04-29,1036.271,,,
2007-04-30,1221.7340000000002,,,
2007-05-01,981.179,,,
2007-05-02,1323.9400000000003,,,
2007-05-03,1374.7259999999999,,,
2007-05-04,1363.1809999999998,,,
2007-05-05,1157.579,,,
2007-05-06,1033.4050000000002,,,
2007-05-07,1389.3960000000004,,,
2007-05-08,1422.0310000000002,,,
2007-05-09,1434.6239999999998,,,
2007-05-10,1413.3840000000002,,,
2007-05-11,1414.225,,,
2007-05-12,1183.749,,,
2007-05-13,1058.64,,,
2007-05-14,1393.6189999999997,,,
2007-05-15,1394.495,,,
2007-05-16,1380.842,,,
2007-05-17,1086.609,,,
2007-05-18,1210.026,,,
2007-05-19,1105.205,,,
2007-05-20,1020.5320000000002,,,
2007-05-21,1365.7229999999997,,,
2007-05-22,1387.172,,,
2007-05-23,1374.5240000000001,,,
2007-05-24,1381.4500000000003,,,
2007-05-25,1375.0749999999996,,,
2007-05-26,1143.336,,,
2007-05-27,972.9740000000002,,,
2007-05-28,1010.2560000000002,,,
2007-05-29,1368.0660000000005,,,
2007-05-30,1356.5559999999998,,,
2007-05-31,1351.997,,,
2007-06-01,1349.4730000000002,,,
2007-06-02,1149.5900000000001,,,
2007-06-03,1029.2389999999998,,,
2007-06-04,1352.52,,,
2007-06-05,1368.8020000000001,,,
2007-06-06,1364.5310000000002,,,
2007-06-07,1163.9540000000002,,,
2007-06-08,1291.584,,,
2007-06-09,1145.4320000000002,,,
2007-06-10,1043.243,,,
2007-06-11,1382.614,,,
2007-06-12,1402.8220000000003,,,
2007-06-13,1392.6849999999997,,,
2007-06-14,1394.0729999999999,,,
2007-06-15,1393.974,,,
2007-06-16,1166.588,,,
2007-06-17,1044.366,,,
2007-06-18,1380.744,,,
2007-06-19,1395.691,,,
2007-06-20,1416.3180000000002,,,
2007-06-21,1405.108,,,
2007-06-22,1367.7830000000001,,,
2007-06-23,1147.4640000000002,,,
2007-06-24,1038.627,,,
2007-06-25,1377.469,,,
2007-06-26,1416.0169999999998,,,
2007-06-27,1439.8999999999999,,,
2007-06-28,1380.9810000000002,,,
2007-06-29,1361.3959999999995,,,
2007-06-30,1161.874,,,
2007-07-01,1045.5839999999998,,,
2007-07-02,1369.4709999999998,,,
2007-07-03,1375.3899999999999,,,
2007-07-04,1366.0849999999998,,,
2007-07-05,1386.8219999999997,,,
2007-07-06,1387.8319999999997,,,
2007-07-07,1183.6960000000001,,,
2007-07-08,1037.251,,,
2007-07-09,1346.0850000000003,,,
2007-07-10,1347.019,,,
2007-07-11,1365.205,,,
2007-07-12,1366.847,,,
2007-07-13,1346.5009999999997,,,
2007-07-14,1143.953,,,
2007-07-15,1037.757,,,
2007-07-16,1360.8299999999997,,,
2007-07-17,1374.6290000000001,,,
2007-07-18,1372.019,,,
2007-07-19,1370.079,,,
2007-07-20,1356.9290000000003,,,
2007-07-21,1146.0380000000002,,,
2007-07-22,1033.9640000000002,,,
2007-07-23,1335.6540000000002,,,
2007-07-24,1383.808,,,
2007-07-25,1358.899,,,
2007-07-26,1343.7610000000002,,,
2007-07-27,1341.8880000000006,,,
2007-07-28,1134.28,,,
2007-07-29,1035.0210000000002,,,
2007-07-30,1338.6100000000004,,,
2007-07-31,1323.2549999999997,,,
2007-08-01,1313.2959999999998,,,
2007-08-02,1355.736,,,
2007-08-03,1277.31,,,
2007-08-04,1101.3419999999999,,,
2007-08-05,1039.507,,,
2007-08-06,1341.3969999999997,,,
2007-08-07,1395.2379999999996,,,
2007-08-08,1371.9980000000003,,,
2007-08-09,1344.038,,,
2007-08-10,1328.248,,,
2007-08-11,1104.216,,,
2007-08-12,997.3760000000002,,,
2007-08-13,1300.651,,,
2007-08-14,1346.9869999999999,,,
2007-08-15,1348.5520000000001,,,
2007-08-16,1308.936,,,
2007-08-17,1281.5839999999998,,,
2007-08-18,1127.3930000000003,,,
2007-08-19,1025.3,,,
2007-08-20,1373.403,,,
2007-08-21,1393.0590000000002,,,
2007-08-22,1411.9630000000004,,,
2007-08-23,1406.478,,,
2007-08-24,1360.429,,,
2007-08-25,1138.67,,,
2007-08-26,1025.3669999999997,,,
2007-08-27,1364.066,,,
2007-08-28,1390.286,,,
2007-08-29,1422.812,,,
2007-08-30,1421.0140000000001,,,
2007-08-31,1404.5330000000001,,,
2007-09-01,1193.5439999999999,,,
2007-09-02,1099.489,,,
2007-09-03,1424.4609999999998,,,
2007-09-04,1411.292,,,
2007-09-05,1407.592,,,
2007-09-06,1430.7839999999999,,,
2007-09-07,1429.646,,,
2007-09-08,1246.9810000000002,,,
2007-09-09,1130.7329999999997,,,
2007-09-10,1443.7079999999999,,,
2007-09-11,1439.069,,,
2007-09-12,1431.0790000000002,,,
2007-09-13,1411.745,,,
2007-09-14,1411.9299999999998,,,
2007-09-15,1235.884,,,
2007-09-16,1092.3049999999998,,,
2007-09-17,1425.4880000000003,,,
2007-09-18,1461.307,,,
2007-09-19,1443.422,,,
2007-09-20,1438.282,,,
2007-09-21,1417.4389999999999,,,
2007-09-22,1209.763,,,
2007-09-23,1103.904,,,
2007-09-24,1430.9219999999998,,,
2007-09-25,1455.4599999999998,,,
2007-09-26,1452.04,,,
2007-09-27,1501.5860000000005,,,
2007-09-28,1465.4010000000003,,,
2007-09-29,1260.661,,,
2007-09-30,1129.8080000000002,,,
2007-10-01,1418.3420000000003,,,
2007-10-02,1445.997,,,
2007-10-03,1158.327,,,
2007-10-04,1428.652,,,
2007-10-05,1414.107,,,
2007-10-06,1214.7319999999997,,,
2007-10-07,1106.1989999999998,,,
2007-10-08,1439.7100000000005,,,
2007-10-09,1470.859,,,
2007-10-10,1466.5850000000003,,,
2007-10-11,1470.3980000000001,,,
2007-10-12,1499.2870000000003,,,
2007-10-13,1228.714,,,
2007-10-14,1117.7320000000002,,,
2007-10-15,1449.268,,,
2007-10-16,1472.721,,,
2007-10-17,1497.8049999999998,,,
2007-10-18,1507.1640000000002,,,
2007-10-19,1501.243,,,
2007-10-20,1279.587,,,
2007-10-21,1190.5500000000004,,,
2007-10-22,1506.371,,,
2007-10-23,1538.694,,,
2007-10-24,1540.7209999999998,,,
2007-10-25,1522.0269999999998,,,
2007-10-26,1506.3120000000001,,,
2007-10-27,1296.302,,,
2007-10-28,1185.0170000000003,,,
2007-10-29,1506.281,,,
2007-10-30,1514.6270000000002,,,
2007-10-31,1472.331,,,
2007-11-01,1300.8049999999998,,,
2007-11-02,1408.2089999999998,,,
2007-11-03,1287.1499999999999,,,
2007-11-04,1186.636,,,
2007-11-05,1494.4519999999998,,,
2007-11-06,1591.5349999999999,,,
2007-11-07,1644.873,,,
2007-11-08,1580.649,,,
2007-11-09,1610.0900000000001,,,
2007-11-10,1373.29,,,
2007-11-11,1238.464,,,
2007-11-12,1553.367,,,
2007-11-13,1561.059,,,
2007-11-14,1556.708,,,
2007-11-15,1539.7160000000003,,,
2007-11-16,1544.6129999999996,,,
2007-11-17,1349.997,,,
2007-11-18,1224.4750000000001,,,
2007-11-19,1558.245,,,
2007-11-20,1573.7690000000002,,,
2007-11-21,1552.344,,,
2007-11-22,1548.0790000000002,,,
2007-11-23,1532.874,,,
2007-11-24,1351.308,,,
2007-11-25,1294.132,,,
2007-11-26,1599.772,,,
2007-11-27,1595.457,,,
2007-11-28,1587.481,,,
2007-11-29,1610.8419999999999,,,
2007-11-30,1586.737,,,
2007-12-01,1385.0239999999997,,,
2007-12-02,1299.6239999999998,,,
2007-12-03,1617.7840000000006,,,
2007-12-04,1593.123,,,
2007-12-05,1591.5520000000004,,,
2007-12-06,1587.4499999999996,,,
2007-12-07,1614.9999999999998,,,
2007-12-08,1380.6930000000002,,,
2007-12-09,1246.8500000000001,,,
2007-12-10,1545.3189999999995,,,
2007-12-11,1571.0930000000003,,,
2007-12-12,1574.2490000000003,,,
2007-12-13,1556.4439999999997,,,
2007-12-14,1546.3760000000002,,,
2007-12-15,1340.326,,,
2007-12-16,1247.58,,,
2007-12-17,1543.4549999999997,,,
2007-12-18,1564.052,,,
2007-12-19,1557.2089999999998,,,
2007-12-20,1531.2900000000004,,,
2007-12-21,1457.683,,,
2007-12-22,1305.698,,,
2007-12-23,1226.681,,,
2007-12-24,1168.7440000000001,,,
2007-12-25,1112.363,,,
2007-12-26,1120.2510000000002,,,
2007-12-27,1287.2450000000003,,,
2007-12-28,1308.5939999999998,,,
2007-12-29,1256.5100000000004,,,
2007-12-30,1142.2010000000002,,,
2007-12-31,1145.5820000000003,,,
2008-01-01,1083.424,,,
2008-01-02,1396.4830000000002,,,
2008-01-03,1523.4270000000001,,,
2008-01-04,1512.4289999999996,,,
2008-01-05,1355.843,,,
2008-01-06,1209.011,,,
2008-01-07,1542.9840000000004,,,
2008-01-08,1565.447,,,
2008-01-09,1561.7680000000003,,,
2008-01-10,1571.9589999999998,,,
2008-01-11,1551.7560000000003,,,
2008-01-12,1355.1920000000002,,,
2008-01-13,1225.854,,,
2008-01-14,1556.149,,,
2008-01-15,1596.221,,,
2008-01-16,1575.6629999999998,,,
2008-01-17,1548.4720000000002,,,
2008-01-18,1549.215,,,
2008-01-19,1352.2549999999999,,,
2008-01-20,1224.458,,,
2008-01-21,1552.516,,,
2008-01-22,1565.0220000000002,,,
2008-01-23,1557.6429999999996,,,
2008-01-24,1568.373,,,
2008-01-25,1599.434,,,
2008-01-26,1409.606,,,
2008-01-27,1272.8599999999997,,,
2008-01-28,1516.204,,,
2008-01-29,1531.7640000000001,,,
2008-01-30,1556.6459999999997,,,
2008-01-31,1593.5,,,
2008-02-01,1604.6910000000003,,,
2008-02-02,1355.3759999999997,,,
2008-02-03,1223.6090000000002,,,
2008-02-04,1481.1540000000002,,,
2008-02-05,1536.1429999999998,,,
2008-02-06,1572.79,,,
2008-02-07,1566.6090000000002,,,
2008-02-08,1503.4149999999997,,,
2008-02-09,1293.027,,,
2008-02-10,1179.2,,,
2008-02-11,1492.048,,,
2008-02-12,1523.91,,,
2008-02-13,1542.2930000000001,,,
2008-02-14,1556.974,,,
2008-02-15,1538.6039999999998,,,
2008-02-16,1326.7609999999997,,,
2008-02-17,1229.443,,,
2008-02-18,1560.8659999999995,,,
2008-02-19,1554.795,,,
2008-02-20,1551.603,,,
2008-02-21,1571.934,,,
2008-02-22,1606.2989999999998,,,
2008-02-23,1361.091,,,
2008-02-24,1191.572,,,
2008-02-25,1507.333,,,
2008-02-26,1557.302,,,
2008-02-27,1582.0779999999997,,,
2008-02-28,1513.1790000000005,,,
2008-02-29,1502.001,,,
2008-03-01,1375.9029999999998,,,
2008-03-02,1265.8889999999997,,,
2008-03-03,1519.856,,,
2008-03-04,1545.508,,,
2008-03-05,1529.2299999999998,,,
2008-03-06,1570.6120000000003,,,
2008-03-07,1488.568,,,
2008-03-08,1283.302,,,
2008-03-09,1182.8100000000002,,,
2008-03-10,1484.8460000000005,,,
2008-03-11,1531.191,,,
2008-03-12,1571.014,,,
2008-03-13,1573.429,,,
2008-03-14,1510.365,,,
2008-03-15,1267.466,,,
2008-03-16,1165.8509999999997,,,
2008-03-17,1508.6,,,
2008-03-18,1512.219,,,
2008-03-19,1502.9940000000001,,,
2008-03-20,1492.826,,,
